"X","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"729",729,176,126,-43.1,176,19,0.05,0.11,-0.18,45,45,-172,197,583,-371,-133,58.5,69.8,25,0.24,-0.29,0.69,-234,-54,13,-178,226,659,49.921541,-26.11535444,-99.56895919,19,0.21,0.03,-0.16,-48,89,-156,-573,252,36,0,0,0,14,3.1,0.75,-0.03,95,93,46,636,-244,5,"A"
"15543",15543,753,119,15.9,-0.96,18,0.11,0.11,-0.15,-20,62,-162,25,603,-332,-54.5,-26,-6.29,18,1.85,-1.06,0.95,108,-109,-78,728,-4,105,121.2176649,34.74514012,-8.522879853,1,0.1,0.18,-0.03,4,11,-1,-383,494,-48,-72,39.3,-152,46,-0.4,1.86,-0.05,-426,-134,-7,-601,-85,300,"D"
"9290",9290,858,1.26,6.49,-92.8,3,0.06,0,0.03,-19,5,25,14,608,-303,154,-26.2,-76.9,49,-1.35,0.29,0.33,37,-69,-474,263,-266,-487,87.27430487,69.62978714,4.158302119,17,-0.14,0.88,-0.15,108,129,7,-121,610,-26,152,56.4,178,28,-0.35,3.58,1.13,-175,145,-146,-660,119,562,"B"
"6152",6152,247,1.78,2.02,-88.2,2,-0.06,0,-0.05,-2,2,24,34,562,-446,93,-22.5,13.6,20,3.68,-1.45,0.15,87,151,-90,705,61,131,7.373775054,7.373775054,146.642046,6,-1.03,0.37,-0.15,4,4,54,-356,279,341,-175,15.3,104,36,-0.18,-1.11,0.3,-48,288,206,-686,1170,-544,"B"
"8656",8656,748,124,-44,168,18,0.16,0.11,-0.07,47,47,-162,171,602,-313,18.9,73.9,-32.3,26,0.56,-0.9,1.08,-250,-45,-16,-245,316,581,48.98315045,-31.90361298,-96.98257756,18,0.18,0,-0.21,-54,81,-142,-546,300,28,0,0,0,47,1.14,1.45,0.85,-74,457,6,-294,825,708,"B"
"17731",17731,306,1.93,4.22,-88.2,2,-0.06,0.02,-0.03,-8,3,21,47,569,-422,100,-32.4,-6.69,20,-4.05,1.2,-0.08,103,109,-127,722,-109,-70,69.10991325,43.63272083,70.01240899,15,-0.72,1.06,0.2,61,92,93,-229,342,380,-178,16.7,54.7,42,-0.18,-1.69,-0.02,81,368,171,-135,730,-382,"E"
"17149",17149,157,136,12,49.8,20,0.02,0.11,-0.64,-27,79,-182,23,583,-376,-75.6,-24.1,39.9,40,-0.64,-0.1,0.67,138,-203,-309,559,-210,-351,109.9,40.7,-22.5,4,0.19,0.34,-0.39,16,36,-9,-201,579,9,-56,33.1,-148,37,0.88,-2.28,-0.2,-346,-103,19,-666,142,374,"E"
"11477",11477,551,128,-41.2,161,18,0.11,0.11,-0.15,45,45,-161,168,603,-318,11.2,32.6,-75.9,26,0.39,-0.37,0.38,-255,-12,-28,-255,387,517,54.18712846,-26.37511315,-95.46581101,18,0.14,0.03,-0.15,-46,91,-144,-546,288,32,0,0,0,44,1.35,-0.31,0.69,19,428,-9,-27,711,529,"C"
"3277",3277,407,0.5,4.5,-88,5,-0.02,0.03,0,-11,1,46,48,636,-307,0,0,0,37,-0.02,-0.05,0.08,-275,158,-182,-407,429,405,55.62224543,-51.21154377,-76.65068708,30,0.35,0.14,-0.38,-142,153,-201,-513,335,61,53.5,-46.4,160,33,0.06,-0.08,0.13,225,108,-201,132,553,655,"A"
"4830",4830,682,119,15.5,1.9,18,0.16,0.11,-0.18,-26,64,-159,29,599,-332,-41,-37.2,-9.45,14,1.67,-1.17,1.12,101,-61,-67,710,54,142,-23.01111821,65.38271988,86.37531592,1,0.19,0.22,0.02,8,-3,10,-488,367,-199,38,3.54,-65.8,10,-0.02,-0.55,-0.54,-43,86,-16,-35,683,468,"A"
"4021",4021,634,1.03,5.92,-87.8,3,0.02,0,-0.03,-12,2,30,58,582,-403,79.3,45.8,89.2,29,-0.18,-0.27,0.28,-218,149,-110,-344,234,603,11.85790659,-61.30623892,94.29405816,38,0.21,-0.1,0,-214,44,301,-438,230,308,-167,-69.5,108,36,-0.21,-0.19,0.31,-49,280,216,-429,953,-364,"A"
"19367",19367,797,1.12,2.34,-86.5,3,0.08,0,0,-9,3,23,46,574,-437,88.7,8.02,126,32,0.1,0.29,-0.57,-237,157,-130,-461,286,488,63.87656547,43.24696456,75.42608906,17,0.05,-0.63,-0.25,71,101,116,-179,350,398,-180,15.8,28.6,40,0,-1.2,-0.07,215,306,130,125,375,-289,"E"
"16227",16227,26,6.97,3.73,-93.2,3,0.24,-0.06,0.18,-21,10,-13,-10,540,-433,126,-70.9,-55.9,32,-1.88,0.45,-0.39,142,-49,-277,713,-316,-170,125.5419129,2.26371583,31.45074036,14,-0.51,1.94,0.16,3,126,41,-367,497,13,134,7.05,93,37,0.02,0.13,0,47,285,-225,-292,728,491,"E"
"98",98,15,1.01,7.45,-94.1,3,0,0,-0.02,-19,5,23,-3,606,-311,-132,17.1,-162,34,0,0,-0.03,-288,109,-126,-369,340,510,13.30261297,-70.67355141,-84.62953444,37,0,-0.02,0,-235,48,-271,-557,297,-73,23.6,-63.3,-147,36,0,0.02,-0.02,190,205,-216,-17,659,468,"A"
"11581",11581,555,127,-41.1,161,18,0.18,0.11,-0.15,49,45,-160,163,604,-300,-21.7,-29.1,-30.4,11,1.46,-0.79,1.15,32,-89,-41,635,42,328,46.26983535,-30.6545987,-100.1785093,16,0.13,0.05,-0.18,-48,71,-134,-563,239,91,0,0,0,46,1.09,0.31,0.49,-328,309,22,-706,478,696,"C"
"4998",4998,743,122,-44.1,173,18,0.16,0.11,-0.15,47,45,-160,172,602,-301,12,-31.5,-27.3,24,-0.39,-0.35,0.84,151,-101,-155,749,-64,-130,61.65546799,-18.41443543,-91.91114638,21,0.11,0.03,-0.13,-38,120,-165,-491,395,-55,0,0,0,42,1.09,-0.29,0.16,-365,184,25,-638,42,497,"A"
"6002",6002,88,124,25.7,-1.97,20,-0.58,-0.02,-0.56,-41,74,-177,0,583,-376,121,23.9,79.6,22,-3.56,1.59,0.16,43,103,180,131,368,525,-102.1815213,-4.162453768,54.70341648,10,0.18,-1.17,0.05,-4,-82,50,380,-645,-137,-161,34.8,-83.8,55,0.74,-1.3,0.33,71,-444,-292,48,-671,-46,"B"
"8914",8914,791,0.74,4.84,-88,4,0.11,0.02,0.03,-17,8,36,46,634,-311,0,0,0,35,0.03,0.02,0.02,-255,169,-160,-309,464,407,59.20319806,-45.57666031,-78.02474136,26,0.59,-0.29,-0.49,-112,142,-179,-572,239,57,134,-10.6,77.5,43,-1.4,2.18,0.67,235,339,-91,-122,730,903,"B"
"7837",7837,620,127,-43.9,164,18,0.05,0.13,-0.18,53,44,-161,166,603,-311,34.7,43.1,-3.08,22,1.35,-1.12,0.87,-206,-1,45,1,342,564,99.43199029,-19.06516327,-53.6431994,18,0.92,-0.72,-0.28,-33,146,-89,-459,372,122,0,0,0,32,1.17,-1.94,-0.56,-295,98,12,-498,-228,361,"B"
"4337",4337,659,109,27,-15.4,17,-0.1,0.19,-0.16,-24,62,-155,30,612,-308,-178,-68.6,52,32,0.29,-0.5,0.79,-299,-39,-76,-423,290,511,-114.7365495,-22.99421052,34.89185573,4,-0.06,0.14,0.07,-8,-32,12,-551,294,-170,2.01,-1.24,-80.8,2,-0.1,-0.03,-0.18,11,14,-10,100,576,392,"A"
"160",160,18,0.88,7.23,-93.8,4,0.03,0,0,-21,4,30,-4,610,-301,-135,13.8,-165,34,-0.02,-0.02,0,-288,111,-122,-363,338,511,101.1974236,17.43114302,-52.4777116,5,-0.16,0.5,-0.2,9,44,-26,-486,397,-65,19,-63.5,-143,36,0,-0.02,-0.02,192,203,-211,-7,655,464,"A"
"534",534,61,124,25.9,-2.3,19,-0.39,-0.03,-0.46,-40,69,-172,1,579,-375,145,40.1,88.9,21,-2.79,0.9,-0.03,138,24,150,232,294,555,-26.42723458,29.28712634,117.0891816,7,0.72,-0.1,-0.49,21,-19,67,527,-522,-111,105,52.9,106,37,0.64,-2.57,-0.2,-67,312,-162,-596,658,628,"A"
"4127",4127,645,121,-43.1,170,17,0.13,0.11,-0.16,46,46,-156,171,612,-291,-95.9,58.5,-57.9,29,-0.02,-0.4,0.75,-276,-72,-9,-271,235,620,54.78302824,-25.52906742,-95.35074371,19,0,-0.26,-0.11,-48,99,-155,-535,323,20,0,0,0,39,0.96,-0.37,0.15,-376,84,-1,-541,-181,310,"A"
"19522",19522,845,-6.93,1.92,-92.2,3,-0.19,-0.11,-0.67,-23,3,15,-7,617,-257,87,-22.1,50.1,19,2.94,-1.48,0.21,-52,180,34,495,175,418,89.26736196,32.94956798,56.74084483,19,0.18,-0.27,-0.13,59,142,98,-226,510,187,-179,43.6,-139,22,-0.08,-3.39,-1.61,-89,-21,-198,-459,-275,312,"E"
"12750",12750,850,1.31,7.51,-93.4,3,0.08,0,0,-19,4,28,0,607,-308,74.3,17.8,76.3,29,-2.22,0.95,-0.18,-234,161,-20,-58,332,562,87.62588612,-58.09535541,33.55544843,2,0.03,0.13,-0.2,-10,14,6,-578,234,16,-166,46.4,-149,29,-0.42,-1.86,-0.28,-208,-22,-196,-562,-135,385,"C"
"16634",16634,42,-6.12,2.57,-92.8,3,-0.02,0.03,-0.05,0,1,34,-14,617,-286,82.3,-8.71,76.6,26,-2.94,1.14,-0.05,-152,188,64,166,294,564,93.23039655,38.61514695,48.01361035,14,0.1,-0.9,0.36,53,113,65,-314,501,86,-165,41.4,-105,30,-0.51,2.62,0.71,-107,-155,-228,-247,-521,75,"E"
"19407",19407,822,142,19,16.5,24,-0.22,-0.14,-0.97,-48,70,-224,6,505,-490,122,18.4,99.3,20,-3.74,0.95,-0.48,-34,60,188,-195,347,560,-21.7380479,2.27043183,135.2195395,9,0.42,-0.24,0.15,2,-19,86,579,-449,-49,173,23.5,-147,26,0.93,-4.62,-1.13,-66,149,-191,-465,-318,137,"E"
"14258",14258,392,1.19,8.25,-93.8,3,0.02,0,-0.03,-23,3,20,7,606,-299,80.2,-44.3,20.7,17,-1.91,0.35,-0.36,88,20,-145,757,-169,143,107.2626643,6.762526978,49.27110053,2,0.02,-0.18,0.02,1,13,7,-529,326,-27,163,49.2,142,36,0.1,-2.06,-0.39,-162,255,-189,-664,456,533,"D"
"3780",3780,428,-1.19,4.4,-89.3,6,0.14,0.02,-0.02,-22,0,50,28,645,-282,0,0,0,26,-3.34,1.89,-0.8,-156,195,-37,369,269,483,57.3021702,-47.51354944,-78.21772981,30,0.02,0.32,0.03,-135,160,-208,-528,345,-17,95.9,31.9,126,26,0.95,-3.29,-0.43,-3,196,-156,-623,615,813,"A"
"2420",2420,315,0.37,5.64,-88.2,5,0.03,0.02,-0.02,-16,3,45,44,634,-301,0,0,0,38,-0.02,0,-0.03,-279,157,-196,-418,462,354,46.78362752,-49.82384291,-85.3882458,30,0.31,0.16,-0.39,-142,134,-224,-552,287,2,48.6,-58,164,33,0.03,-0.02,-0.03,231,103,-202,130,534,709,"A"
"469",469,58,123,26.7,-3.95,20,-0.53,-0.03,-0.51,-38,73,-173,-2,581,-380,146,9.29,39.4,31,1.98,-1.43,-0.18,286,24,101,553,275,321,-4.069644583,25.71058301,131.0344847,10,0.61,-0.1,-0.59,25,-4,95,520,-523,-53,94.2,48,83.7,32,-0.4,2.3,0.59,-48,273,-147,-565,699,660,"A"
"9615",9615,99,121,25.6,-5.88,20,-0.43,-0.03,-0.46,-40,69,-174,7,587,-357,24.8,-6.82,-160,9,-1.2,0.13,-0.03,18,13,88,-304,346,532,17.60891217,52.19722354,101.3998579,8,0.45,-0.05,-0.38,37,13,63,557,-476,-71,149,24.6,140,36,0.05,1.65,-0.28,-175,220,-205,-680,475,547,"C"
"11763",11763,563,123,-42.8,166,17,0.16,0.08,-0.2,45,38,-158,169,607,-301,-11,33.8,-81.7,27,1.14,-0.92,0.95,-266,-32,-21,-260,371,540,40.5126345,-32.71774808,-103.7297708,17,0.13,0.1,0,-53,65,-142,-568,235,63,0,0,0,42,1.08,1.25,0.46,-301,278,18,-703,490,713,"C"
"19192",19192,751,157,4.62,55.3,27,0.27,0.03,-0.36,-19,55,-256,40,438,-554,-42.7,7.42,-64.5,22,-2.63,0.34,0.95,-200,-44,57,223,163,608,-127.6280048,-28.28653578,7.982998571,3,-0.16,1.36,-0.28,-7,-24,2,-320,534,-13,35.7,23.1,-37.6,12,-0.56,0.22,-1.08,-45,109,30,-102,729,599,"E"
"2872",2872,333,0.8,5.96,-93.5,3,-0.02,0,-0.03,-23,6,23,-9,601,-297,-146,0.61,-176,33,0,0,-0.03,-285,109,-117,-356,334,517,118.2561369,-38.46498497,5.005217533,4,0.11,0.1,-0.11,-15,37,2,-535,325,-56,23.4,-58.2,-133,39,0.22,-0.29,0.11,141,281,-211,-96,688,468,"A"
"177",177,46,129,28.5,0.97,21,-0.45,-0.02,-0.46,-49,70,-185,10,564,-409,-171,-9.25,147,25,-0.05,-0.05,-0.05,-215,-77,-86,-427,350,451,-20.03392952,23.57896603,125.8882459,12,0.72,0.03,-0.02,27,-23,110,478,-578,-53,82.8,-0.53,106,34,0.1,-0.06,-0.02,148,226,-195,-151,756,642,"A"
"18591",18591,592,161,-27,126,27,0.13,0.1,-0.15,66,66,-249,130,495,-508,-10.8,3.47,-66.7,17,1.8,-0.72,-0.2,-157,-19,45,96,330,559,79.78293734,-15.36459151,-74.95155549,21,0.14,-0.24,-0.31,-31,145,-138,-419,444,59,0,0,0,50,1.06,1.16,0.59,-184,454,-21,-525,735,563,"E"
"11548",11548,554,127,-41.1,161,18,0.06,0.11,-0.21,50,43,-162,163,604,-311,-4.86,38.1,-84.7,30,0.11,-0.43,0.79,-291,-37,-33,-344,338,537,46.5524546,-29.18777051,-100.8415403,18,0.22,0,-0.18,-50,78,-147,-548,281,41,0,0,0,40,0.79,1.04,0.74,-1,392,-11,-123,777,677,"C"
"19046",19046,628,140,19.2,24.1,23,0.02,-0.02,0.1,-48,64,-212,33,549,-438,112,26.2,46.2,16,4.62,-2.18,-0.94,63,54,131,466,242,457,-94.76785009,-10.52020847,61.14367408,15,1.08,-1.12,0.46,-15,-116,82,240,-696,-68,152,0.26,79.9,34,0.92,1.08,0.77,64,289,-151,-101,722,625,"E"
"3340",3340,410,0.64,5.48,-88.2,5,0.08,0,0.03,-23,1,48,52,635,-303,0,0,0,38,-0.03,0.05,-0.1,-277,160,-182,-410,435,403,55.72730449,-50.91022011,-76.81348133,30,0.35,0.14,-0.38,-141,153,-201,-522,329,55,53.2,-44.1,159,33,0.02,-0.06,-0.02,231,107,-196,119,560,663,"A"
"8395",8395,704,117,15.7,-3.8,18,0.02,0.11,-0.28,-25,61,-161,22,604,-314,-41,21.7,-95.3,34,2.07,-1.27,1.46,-332,-13,-4,-243,321,573,70.62187879,19.59398402,82.63893159,9,0.13,0.66,-0.03,18,60,68,-396,478,-70,-44.7,11.3,167,48,0.27,-1.85,-0.26,-421,-209,12,-501,-253,232,"B"
"19399",19399,821,139,24.7,20,22,-0.45,-0.02,-0.38,-46,63,-197,16,540,-445,129,47.5,107,1,-0.18,-0.27,0.08,-1,-2,7,-378,392,445,44.44100587,42.38062251,93.36108865,11,0.18,-1.12,0.46,44,46,86,532,-517,-46,168,20.2,-92.6,61,-0.55,0.24,-0.2,21,-456,-391,76,-772,-376,"E"
"7315",7315,516,125,-44.7,169,18,0.1,0.11,-0.15,44,50,-163,175,598,-321,46.2,15.8,14.8,14,2.34,-1.38,0.72,-111,17,74,360,263,479,45.90775479,-29.76162351,-101.0586739,16,-0.08,0.29,0.59,-45,68,-130,-581,221,46,0,0,0,43,0.95,0.77,0.54,-389,162,44,-633,28,538,"B"
"17122",17122,156,155,10.4,44.6,26,0.22,0.06,0.11,-18,66,-246,22,455,-536,-48.6,32.4,-107,31,-1.01,-0.13,0.72,-293,-21,58,-383,257,591,-101.7200996,-54.16368728,-10.32914259,4,0.05,0.93,-0.16,-20,-33,-4,-368,481,11,38.2,29.7,-41.7,17,-0.22,1.85,0.46,-75,145,13,-186,743,513,"E"
"3444",3444,414,1.23,4.51,-88,4,-0.13,-0.02,0,-12,0,42,49,639,-316,0,0,0,38,-0.02,-0.06,-0.1,-276,156,-189,-405,429,416,55.32555945,-50.94323599,-77.14547177,30,0.35,0.16,-0.41,-142,153,-203,-525,329,55,51.7,-39.9,160,33,0.08,-0.16,0.05,224,109,-201,128,554,667,"A"
"5297",5297,815,1.19,4.27,-87.5,3,0.02,0,-0.02,-10,2,27,63,567,-413,63,5.93,68,22,1.98,-0.5,0.11,-133,166,-19,35,216,636,-102.5482586,-14.29807735,52.21321757,1,0.18,-0.32,-0.39,-2,-12,7,-418,246,309,149,-8.13,109,38,1,-1.03,-0.33,-64,320,176,-579,1140,-542,"A"
"13239",13239,119,122,24.9,-6.19,20,-0.43,-0.02,-0.44,-40,72,-176,7,586,-371,11.3,-12.5,-21.5,39,2.12,-1.28,-0.28,379,-31,40,739,107,56,-27.76005381,15.87713194,124.8879161,10,0.45,-0.06,-0.25,15,-26,90,478,-564,-83,-141,38.6,-105,30,0.08,1.01,0.1,-68,-210,-190,-240,-540,74,"D"
"3837",3837,430,0.53,3.52,-89.1,5,0.03,0,-0.02,-12,-1,49,27,634,-294,0,0,0,27,-3.32,1.89,-0.49,-156,208,-70,360,296,470,53.13157085,-49.59384034,-80.22487013,30,0.32,0.34,-0.49,-139,148,-210,-526,345,-12,109,49.9,144,26,0.95,-3.32,-0.38,-166,111,-164,-678,292,654,"A"
"15974",15974,848,1.07,7.54,-93.3,3,0.02,-0.02,-0.05,-21,4,22,5,606,-294,59.8,-33.5,49,14,2.36,-1.17,0.38,-35,122,-38,551,63,422,91.15704186,2.550168671,65.85543313,4,-0.06,-0.11,-0.15,1,31,24,-510,356,-6,-135,36.4,-110,27,0.64,1.96,0.39,-107,-159,-184,-305,-435,243,"D"
"10835",10835,462,0.06,3.85,-88.2,5,0.02,0.02,0.02,-16,1,46,40,631,-303,0,0,0,18,-1.8,0.47,0.11,25,74,-158,626,71,355,58.29076783,-49.24948208,-75.88221595,29,0.35,0.18,-0.36,-134,156,-195,-513,334,76,130,4.29,92.8,36,-0.72,2.33,0.11,128,292,-145,-288,802,852,"C"
"1902",1902,228,1.13,4.52,-87.3,3,0.06,0.02,0.02,-14,4,28,62,580,-434,59.4,-14.5,60.8,17,-2.94,0.83,-0.67,-67,156,18,402,82,527,-91.56886325,-48.0895191,40.76915718,2,0.11,-0.16,0.02,-7,-12,6,-423,264,293,-161,-17.6,5.95,28,-0.67,3.66,0.41,174,71,197,545,-627,64,"A"
"12310",12310,730,121,14.1,3.12,19,0.05,0.1,-0.2,-19,64,-172,29,599,-342,-34.8,3.47,-50.6,12,1.8,-0.9,0.92,-90,-45,65,325,154,566,-102.553424,-53.13081216,11.10603873,6,-0.11,0.27,0.13,-32,-54,7,-465,410,-17,-43.6,41.5,-138,40,0.37,-1.19,-0.1,-391,-34,53,-692,298,497,"C"
"2982",2982,338,1.01,8.1,-93.7,3,0.03,0,-0.03,-20,6,24,7,611,-290,104,68.4,83.9,25,-2.14,0.9,-0.61,-206,141,-6,60,257,598,0,38.05063771,119.028995,1,0,-0.08,-0.02,4,0,10,-542,313,-40,57.8,-56.2,-166,41,0.69,-0.29,0.44,118,323,-209,-103,705,512,"A"
"14180",14180,389,1.37,7.03,-93.7,3,-0.03,0,-0.02,-18,6,19,0,599,-313,69.3,-46,24.3,20,-1.35,0.39,-0.33,92,6,-170,753,-198,156,56.67523258,11.95948865,98.84417733,2,0.03,0.02,0,2,9,14,-537,303,1,140,36.2,130,39,0,-2.33,-0.62,-54,331,-185,-558,634,564,"D"
"2503",2503,318,0.58,5.11,-88,4,0.02,0,-0.02,-14,13,35,46,636,-303,0,0,0,38,0,-0.02,0,-279,153,-192,-418,458,353,55.914778,-51.10909807,-76.47530076,30,0.35,0.08,-0.39,-142,154,-201,-525,322,74,52.9,-51.8,165,32,0,0,0.03,226,104,-198,115,558,657,"A"
"2293",2293,311,0.78,4.77,-87.9,5,0,0,0,-14,1,43,45,637,-305,0,0,0,38,-0.13,0.05,-0.15,-275,156,-197,-425,453,359,46.66562817,-50.84625958,-84.61267794,30,0.35,0.13,-0.34,-145,134,-223,-561,294,-1,49.2,-62.1,166,33,0.03,-0.02,-0.02,231,93,-199,127,538,690,"A"
"14428",14428,482,0.97,3.69,-87.5,4,0.1,0,0,-7,2,38,48,632,-315,0,0,0,35,-0.03,-0.06,0.03,-252,169,-156,-288,442,438,54.15339083,-48.3911103,-80.3259505,30,0.47,-0.05,-0.48,-139,154,-215,-535,292,84,142,19.1,116,32,-0.32,-0.14,-0.54,-124,252,-144,-589,645,700,"D"
"2154",2154,238,1.31,0.9,-88.8,3,-0.02,0,0,-3,-1,31,18,565,-421,78.2,-33.4,36,13,-3.53,1,-1.07,28,123,-26,656,-64,287,-81.68654726,-40.3392188,59.53180927,2,-0.18,-0.05,0.3,-7,-13,10,-469,230,263,-172,11.7,-24.8,22,-0.9,-3.92,-0.74,146,-22,156,520,-658,47,"A"
"4551",4551,668,117,19.5,-6.92,18,0.08,0.13,-0.16,-23,62,-159,12,603,-328,-101,-41.7,-72.6,21,0.24,-0.51,1.03,-191,-81,32,-4,182,656,4.898980427,-19.71556135,136.7489294,2,-0.39,0.11,0.21,-4,1,20,-513,336,-181,-26.6,21.7,-141,39,-0.64,2.79,0.44,-378,-19,42,-687,373,509,"A"
"11905",11905,617,126,-41.6,165,18,0.13,0.11,-0.18,50,43,-160,166,600,-316,22.6,-19.6,-25.6,7,-3.48,0.93,0.33,-44,-48,12,670,63,283,34.16291278,-21.52969653,-116.2177187,21,0.45,-0.4,-0.44,-44,69,-189,-591,215,2,0,0,0,32,0.96,0.48,0.41,-307,-40,-5,-195,-565,79,"C"
"14938",14938,572,124,-42.3,166,18,0.14,0.11,-0.15,48,45,-159,166,605,-287,-5.06,-28.5,-20.1,11,-1.72,-0.1,0.97,35,-93,48,655,27,294,81.4247481,-22.21901333,-70.76910408,19,0.32,0.42,-0.2,-40,132,-118,-480,373,65,0,0,0,44,0.72,-1.04,-0.41,-123,416,-40,-399,795,603,"D"
"2361",2361,313,0.38,4.54,-88.3,5,-0.03,0,-0.02,-12,1,43,47,632,-311,0,0,0,38,-0.02,-0.02,-0.02,-279,156,-193,-419,452,355,46.44723596,-50.6362838,-84.96902548,30,0.34,0.16,-0.36,-144,133,-223,-563,296,-4,48.8,-60.6,164,33,0.05,0.02,0,232,100,-203,136,528,701,"A"
"2940",2940,336,1.17,7.56,-93.6,3,0.06,-0.02,-0.02,-20,4,21,2,604,-306,24.5,21.4,12.8,29,1.22,-0.47,0.59,149,-7,-244,727,-217,-133,125.4054429,-26.21529333,17.36450116,1,0,-0.11,-0.03,-3,11,2,-517,352,-71,49.7,-8.03,172,37,0.06,-3.42,-0.79,-60,295,-199,-626,566,600,"A"
"796",796,179,129,-40,163,18,0.11,0.11,-0.18,45,46,-167,185,596,-332,-20,4.8,108,28,0.26,-0.45,0.75,-270,-60,-26,-306,286,602,42.62428925,-32.10148793,-102.3830297,19,0.14,0.03,0.16,-58,76,-157,-583,249,14,0,0,0,14,0.63,0.71,-0.51,85,98,48,655,-186,-33,"A"
"14524",14524,486,0.88,3.83,-87.4,4,0.08,0,0,-12,0,36,46,623,-307,0,0,0,16,0.39,-0.21,0.08,10,155,37,408,176,509,63.35175881,-48.01952765,-72.13790258,30,0.55,0.71,-0.67,-135,173,-193,-436,400,110,145,22.6,118,37,-0.03,-0.11,-0.16,-137,311,-130,-599,646,719,"D"
"17014",17014,152,140,7.2,55.9,20,-0.02,0.14,-0.61,-12,49,-188,51,559,-406,-43.9,-10.9,-48.7,10,1.24,-1,1.36,-30,-80,56,443,123,508,34.46514971,-34.46514971,-107.2626643,2,0.1,-0.14,0.02,-5,5,-13,-293,543,3,13.5,44.5,-17.1,24,0.87,-3.34,-0.69,-120,201,23,-487,725,584,"E"
"8942",8942,792,0.29,4.34,-88.3,5,0.02,0.02,0.02,-18,0,47,38,630,-308,0,0,0,34,0.47,-0.29,-0.1,147,35,-298,725,-77,-161,59.0705659,-52.1027547,-72.73007203,29,0.24,0.26,-0.16,-143,160,-191,-508,356,30,130,-33,89,30,0.02,0.02,-0.02,192,155,-168,-18,679,801,"B"
"9334",9334,860,0.96,5.96,-92.8,4,0.02,0,0,-22,3,27,2,605,-301,63.6,-30,59.3,13,-2.87,0.88,-0.16,-81,101,-22,522,69,440,109.477963,44.80512227,14.99439761,14,0.05,1.04,0.07,58,119,20,-267,559,-26,103,56.1,142,34,-0.4,-4.24,-0.97,-116,242,-204,-690,255,536,"B"
"9549",9549,96,122,26,-4.63,19,-0.43,-0.05,-0.46,-39,71,-172,3,581,-375,13,30.8,-86.9,5,0.08,-0.45,0.23,6,-4,51,-440,342,457,2.239616868,27.20759051,129.7753237,9,0.43,-0.14,-0.44,24,2,86,518,-533,-48,161,30.3,169,26,-0.05,0.06,0.23,-159,69,-185,-693,193,483,"C"
"11499",11499,552,128,-41.2,161,18,0.11,0.11,-0.15,47,44,-162,162,600,-321,-1.35,-31.6,-43.2,8,-1.09,-0.19,0.89,24,-68,-36,660,71,283,45.38088186,-33.81645115,-98.87046035,17,0.02,-0.02,-0.16,-56,74,-141,-567,232,53,0,0,0,45,1.01,-0.58,0.11,-298,331,14,-690,512,662,"C"
"2677",2677,326,1.73,7.17,-94,3,-0.02,0.02,-0.03,-20,5,21,-6,597,-315,-139,8.51,-168,34,0,-0.02,0,-287,112,-125,-368,339,512,90.97531579,0,66.10431689,2,-0.06,-0.08,0.11,0,18,14,-521,343,-9,13.6,-64.3,-139,36,0,0,-0.03,194,198,-211,-15,659,486,"A"
"16261",16261,28,-7.29,6.04,-93.7,6,0.24,0.05,0.08,-16,-1,56,-11,629,-208,55.4,-27.6,52.3,14,-2.5,1.03,-0.39,-45,132,17,486,87,468,103.1758517,-16.87084526,50.64446434,5,0.4,-1.16,-0.1,-9,46,26,-506,366,-46,134,17.1,114,36,0.08,-0.92,-0.31,-14,295,-197,-414,707,553,"E"
"11559",11559,554,127,-41.2,161,18,0.06,0.11,-0.18,52,44,-159,168,610,-319,-6.22,-11.7,-60.6,12,-1.83,-0.13,0.49,-94,-57,52,382,114,531,47.58686545,-32.89260292,-97.57513742,17,0.11,-0.03,-0.15,-55,78,-141,-568,249,55,0,0,0,49,1.46,-0.71,0.56,-41,478,3,-172,780,659,"C"
"7929",7929,638,125,-43.7,167,18,0.11,0.11,-0.16,48,43,-161,167,602,-311,104,76.5,57.6,28,0.39,-0.58,0.87,-270,-35,-38,-274,350,546,114.8594285,19.0699468,-37.18031626,26,0.16,-0.08,-0.15,48,231,-92,-151,584,90,0,0,0,42,0.95,0.92,0.46,-14,411,-15,-161,791,642,"B"
